Date,City,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
2017-08-25,Dammam,41.4,31.1,36.1,,48.1,0,,,21.8,142.96,,8.5,0.2,51.83,Clear
2017-08-26,Dammam,42.3,30.9,36.2,,47.2,0,,,17.1,144.04,,7.6,0,46.97,Clear
2017-08-27,Dammam,42.4,31.8,36.3,,47.6,0,,,23.4,112.63,,7.1,0,53.51,Clear
2017-08-28,Dammam,41.6,30.9,35.7,,48.5,0,,,23.1,87.79,31.7,7.6,0.7,53.43,Clear
2017-08-29,Dammam,41.5,29.6,35.1,,46.5,0,,,21.9,65.87,,9.7,2.1,51.37,Clear
2017-08-30,Dammam,42.7,30.5,35.8,,45.6,0,,,21.4,177.04,,9.6,1.6,48.89,Clear
2017-08-31,Dammam,45.6,29,36.3,,43,0,,,18,172.79,,9,1.7,44.17,Clear
2017-09-01,Dammam,44.5,29.5,36,,45.3,0,,,24.9,128.88,,9.2,0,45.56,Clear
2017-09-02,Dammam,45.1,29.4,35.7,,44.6,0,,,22.3,150.29,,8.5,1,47.72,Clear
2017-09-03,Dammam,46.7,27.1,36.6,,40.9,0,,,17.9,181,,9.7,0,34.64,Clear
2017-09-04,Dammam,41.9,28.8,35.2,,47.9,0,,,22.9,87.33,,9.5,0,45.29,Clear
2017-09-05,Dammam,42,28.7,35.2,,44.2,0,,,20.6,184.29,,7.8,0,48.41,Clear
2017-09-06,Dammam,42.4,29.6,35.1,,44.5,0,,,23.1,125.79,,7.4,0,53.31,Clear
2017-09-07,Dammam,42.7,29.5,34.9,,44.2,0,,,23.3,113,29.5,8.5,0,51.48,Clear
2017-09-08,Dammam,41.7,28.1,34.7,,44.5,0,,,16,125.67,,9.6,0,50.28,Clear
2017-09-09,Dammam,43.6,29.3,35.3,,45.6,0,,,23.8,202.21,,9.4,0.7,45.31,Clear
2017-09-10,Dammam,41.1,29.3,34.5,,42.5,0,,,25,192.42,,9.8,1.8,39.21,Clear
2017-09-11,Dammam,39.4,28.2,34.1,,47.4,0,,,16.2,160.13,,8.2,0.6,56.08,Clear
2017-09-12,Dammam,41.1,29.7,35.1,,49.4,0,,,18,123.35,,5,0,59.76,Clear
2017-09-13,Dammam,43.6,29.5,35.8,,43.5,0,,,18.4,206.33,22.3,7.5,0,42.94,Clear
2017-09-14,Dammam,43.9,29.6,35.3,,42.5,0,,,23,201.83,,9.5,0,34.07,Clear
2017-09-15,Dammam,38.7,27.1,33.3,,46.7,0,,,17.6,140.39,,7.6,0.8,60.42,Clear
2017-09-16,Dammam,39.7,28,33.4,,48.1,0,,,21.9,125.54,,4.6,0,63.55,Clear
2017-09-17,Dammam,42,28.7,33.6,,46,0,,,21.1,156.83,,5.5,0.7,59.69,Clear
2017-09-18,Dammam,40.4,28,33.9,,44.7,0,,,21.4,164.52,,6.7,0.2,55.92,Clear
2017-09-19,Dammam,40.6,28,33.6,,43.5,0,,,22.9,145.63,,7.1,0,53.88,Clear
2017-09-20,Dammam,41,27.4,33.7,,41.6,0,,,20.9,176.88,,7.3,0,46.53,Clear
2017-09-21,Dammam,40.7,29.2,33.8,,43.5,0,,,25.1,123.42,,8.1,0.9,51.93,Clear
2017-09-22,Dammam,40.6,27.8,33.9,,44.7,0,,,22.3,114.92,,9.2,2.5,51.88,Clear
2017-09-23,Dammam,40.4,26,32.8,,39.9,0,,,19.9,195.21,,9.9,0,44.98,Clear
2017-09-24,Dammam,39.8,27.3,33.2,,40.9,0,,,19.7,174.04,,9.3,0.3,46.8,Clear
2017-09-25,Dammam,39.9,26.6,32.7,,41,0,,,15.6,170.67,,9.4,3.8,48.64,Clear
2017-09-26,Dammam,41.8,24.4,32.9,,38.4,0,,,16.7,230.25,,10.1,0,35.16,Clear
2017-09-27,Dammam,43.7,26.1,33.2,,39.1,0,,,18.8,180.42,,10,0,31.09,Clear
2017-09-28,Dammam,42.3,26,33.3,,40.2,0,,,14.1,217.58,,9.6,0,33.07,Clear
2017-09-29,Dammam,40.6,26.2,33,,40.4,0,,,27.9,242.33,,9.8,0,39.52,Clear
2017-09-30,Dammam,40.3,26.3,32.6,,41.3,0,,,25.7,162.54,,10,0.6,49.16,Clear
2017-10-01,Dammam,38.5,26.6,32.1,,41.7,0,,,18,145.75,,9.1,1.8,55.47,Clear
2017-10-02,Dammam,39.4,25.2,31.8,,38,0,,,15.8,164.71,,9.6,0.3,50.5,Clear
2017-10-03,Dammam,38.5,26.1,31.8,,39.7,0,,,33.4,278.25,,9.7,0,46.52,Clear
2017-10-04,Dammam,39.7,25.6,32.4,,36.9,0,,,25.5,308.08,,10,0,28.58,Clear
2017-10-05,Dammam,39.2,24.6,31,,39,0,,,28.3,226.17,,9.9,0,35.07,Clear
2017-10-06,Dammam,35.9,25.4,30.3,,36,0,,,23.6,141.21,,10.1,0,42.98,Clear
2017-10-07,Dammam,36.7,24.5,30,,39.3,0,,,18.1,114.08,,9.9,0,53.85,Clear
2017-10-08,Dammam,38.8,24.4,31.3,,39.7,0,,,16.5,154.71,,10.1,0,52.08,Clear
2017-10-09,Dammam,39.6,24.8,31.5,,38.3,0,,,18.8,171.17,,9.7,0,49.59,Clear
2017-10-10,Dammam,40.6,25.1,31.6,,39.9,0,,,28.7,215.25,,8.8,0,52.11,Clear
2017-10-11,Dammam,39.7,25.3,31.5,,39.1,0,,,30.2,277.71,37.1,9.2,0,46.58,Clear
2017-10-12,Dammam,35.2,25.2,30.3,,35.7,0,,,32.4,277.21,,9.6,0,49.15,Clear
2017-10-13,Dammam,36.2,24.3,30.2,,36.2,0,,,32.5,320.46,,10.1,0,38.82,Clear
2017-10-14,Dammam,37.2,23.8,30.4,,36.6,0,,,24.9,314.75,,10.1,0,40.78,Clear
2017-10-15,Dammam,38.3,23.1,29.7,,37.4,0,,,24.7,254.92,,10,0,49.22,Clear
2017-10-16,Dammam,38.6,23,29.9,,36.3,0,,,20,229.17,,9.6,0.3,51.82,Clear
2017-10-17,Dammam,38.3,22.8,30,,35.8,0,,,19.6,200.58,,9.1,0.3,50.89,Clear
2017-10-18,Dammam,36.1,23.9,29.6,,38.6,0,,,21.4,235.04,,9.2,0,53.24,Clear
2017-10-19,Dammam,37.7,24.1,29.8,,36.9,0,,,26.7,242.04,,9.9,0,55.19,Clear
2017-10-20,Dammam,36.8,23.5,29.8,,35.8,0,,,21.5,264.83,,10.1,0,49.92,Clear
2017-10-21,Dammam,35.7,21.6,28.6,,34.4,0,,,17.8,224.46,,9.9,0,50.7,Clear
2017-10-22,Dammam,36.8,22.8,29.1,,34.4,0,,,15.8,205.13,,9.5,0.1,51.65,Clear
2017-10-23,Dammam,34.9,22.7,29,,33.7,0,,,21.5,145.21,,10.1,0,47.82,Clear
2017-10-24,Dammam,36.7,22.6,29.2,,34.5,0,,,17.4,166.33,,10.1,0.3,44.39,Clear
2017-10-25,Dammam,35.1,22.3,28.3,,34.4,0,,,15.3,131.58,,9,0,59.28,Clear
2017-10-26,Dammam,34.8,22,27.9,,35.1,0,,,20.5,161.96,,8.2,0.5,63.7,Clear
2017-10-27,Dammam,35.2,22.9,28,,33,0,,,12.2,149.71,,7.9,4.8,55.87,Clear
2017-10-28,Dammam,35.8,22,28.8,,34,0,,,12.1,87.96,,8.5,0.9,50.81,Clear
2017-10-29,Dammam,36,22.5,29.1,,34.4,0,,,21.1,145.13,,9.1,1.8,50,Clear
2017-10-30,Dammam,36.7,22,29.2,,34.2,0,,,19.6,139.22,,9.7,0,42.78,Clear
2017-10-31,Dammam,36.2,22,28.9,,33.4,0,,,18,210.42,,9.7,0,35.79,Clear
2017-11-01,Dammam,33.2,22.3,27.1,,33.8,0,,,19.6,220.79,,4,3,56.71,Clear
2017-11-02,Dammam,33.5,21.7,27.1,,33.6,0,,,11.3,176.39,,6.1,1.2,63.41,Clear
2017-11-03,Dammam,33.6,22.8,27.7,,32.7,0,,,15.2,128.29,,7.5,1.1,55.9,Clear
2017-11-04,Dammam,33.9,22.4,28.2,,31.9,0,,,19.5,114.71,,9.9,3.6,48.82,Clear
2017-11-05,Dammam,33.6,21.2,27.5,,31.9,0,,,17.9,149.17,,9.8,4.1,52.15,Clear
2017-11-06,Dammam,31.9,21.8,26.8,,31,0,,,13.5,144.83,,9.3,16.1,51.53,Clear
2017-11-07,Dammam,32.3,22,27.1,,31,0,,,12.4,207.75,,9.5,4.1,47.34,Clear
2017-11-08,Dammam,31.9,21.1,26.7,,30.2,0,,,12.2,243.54,,9.9,2.1,43.97,Clear
2017-11-09,Dammam,32.2,19.8,26,,30.3,0,,,14.3,177,,9.8,3.1,44.18,Clear
2017-11-10,Dammam,33.1,19.8,26.1,,30.9,0,,,15,155.58,,10.1,5,46.3,Clear
2017-11-11,Dammam,31.9,19.7,25.6,,30.5,0,,,17,180.08,,9.8,1,54.71,Clear
2017-11-12,Dammam,30,22,25.3,,29.2,0,,,28.1,326.75,,9.5,2.9,52.31,Clear
2017-11-13,Dammam,27.9,17.6,23,,26.9,0,,,33.5,311,,9.7,1.3,35.36,Clear
2017-11-14,Dammam,29.2,16.2,21.5,,27.7,0,,,26.3,310.29,,10.1,5.7,35.18,Clear
2017-11-15,Dammam,28.9,15,21.6,,27.6,0,,,18.9,225.21,,10.1,2.1,45.07,Clear
2017-11-16,Dammam,29.5,15.7,22,,27.9,0,,,15.9,276.38,,10,1.6,45.13,Clear
2017-11-17,Dammam,29.6,16.6,23,,28.1,0,,,16.3,198.21,,10.1,2.1,43.36,Clear
2017-11-18,Dammam,28.8,17.4,23.4,,27.5,0,,,15.8,188.33,,10,4.2,44.2,Clear
2017-11-19,Dammam,29.5,17.7,23.9,,28.8,0,,,16,74.21,,9.8,15,58.26,Clear
2017-11-20,Dammam,29.4,19.7,25,,28.5,0,,,20.1,156.83,,9.6,20.9,55.69,Clear
2017-11-21,Dammam,28.3,21.3,25.1,,27.9,0,,,23,143.33,,9.9,35.5,55.11,Partially cloudy
2017-11-22,Dammam,29.9,22,25.9,,28.1,0,,,25.6,179.96,,9.5,32.9,40.44,Partially cloudy
2017-11-23,Dammam,23.8,19,21.4,,,1.8,,,34.6,258.96,,9.3,55.7,66.62,Rain
2017-11-24,Dammam,23,17.4,19.7,,,0,,,18,305.25,,10.1,41.7,53.12,Partially cloudy
2017-11-25,Dammam,25.6,15.4,19.6,,,0,,,28.7,324.75,,10.1,12.5,47.13,Clear
2017-11-26,Dammam,25.6,14.2,19.5,,,0,,,23,271.83,,10.1,0.5,49.75,Clear
2017-11-27,Dammam,27.8,15.7,21.6,,27,0,,,15.2,194.13,,10.1,3.1,53.7,Clear
2017-11-28,Dammam,25,19.3,22.2,,,0,,,27.7,301.63,,10,26.3,65.98,Partially cloudy
2017-11-29,Dammam,25.9,16.6,20.9,,,0,,,23.5,304.17,,10,1.4,52.1,Clear
2017-11-30,Dammam,26.9,16,21.5,,27.1,0,,,25.6,219.58,,9.8,2.7,58.39,Clear
2017-12-01,Dammam,26.9,17.1,21.9,,26.7,0,,,25.6,318.29,,9.8,9.7,57.8,Clear
2017-12-02,Dammam,22.4,15.1,19.4,,,0,,,34.1,314.17,,9.6,18.3,39.79,Clear
2017-12-03,Dammam,23.7,13.1,17.7,,,0,,,32,302.25,,9.6,3.6,41.92,Clear
2017-12-04,Dammam,25.2,13.4,18.6,,,0,,,25.9,315.5,,10.1,0.9,48.04,Clear
2017-12-05,Dammam,24.3,12.8,17.8,,,0,,,20,303.29,,10.1,0.1,29.11,Clear
2017-12-06,Dammam,23.8,8.8,16.8,8.6,,0,,,12.5,223.96,,9.4,4.5,31.57,Clear
2017-12-07,Dammam,26,12.2,19.5,,,0,,,30.6,180.63,,8.9,4.6,45.11,Clear
2017-12-08,Dammam,18.8,11.7,16,,,0,,,39,317.04,,4.8,6.6,35.31,Clear
2017-12-09,Dammam,19.6,9.8,14.1,6.6,,0,,,38.8,308.96,46.4,7.4,1,40.73,Clear
2017-12-10,Dammam,21.3,9.4,14.3,6.5,,0,,,30.5,303.92,,9.9,0,38.57,Clear
2017-12-11,Dammam,21.6,8.5,14.1,5.8,,0,,,27.9,303.63,,10.2,0,30.29,Clear
2017-12-12,Dammam,21.6,9.3,14.5,6.4,,0,,,37.9,301.58,,8,0,31.86,Clear
2017-12-13,Dammam,22.6,10.1,15.4,,,0,,,25.4,302.88,,9.7,0.6,31.76,Clear
2017-12-14,Dammam,22.9,9.5,16.1,8.9,,0,,,14.1,183.58,,10,5.8,42.16,Clear
2017-12-15,Dammam,23,10.6,17.3,,,0,,,20.2,180.21,,9.6,6,55.91,Clear
2017-12-16,Dammam,21.6,12,15.9,,,0,,,20.2,298.79,,8.8,1.2,43.4,Clear
2017-12-17,Dammam,22.6,10.8,16.5,,,0,,,18.4,271.08,,9.8,11,64.71,Clear
2017-12-18,Dammam,24,14,18.5,,,0,,,29.4,325.08,,9.2,4.3,63.24,Clear
2017-12-19,Dammam,23.9,11.1,16.9,,,0,,,28.1,315.38,,9.8,0,48.08,Clear
2017-12-20,Dammam,24.8,10.8,17.2,,,0,,,16.2,244.42,,9.4,0,55.11,Clear
2017-12-21,Dammam,25.5,12.7,17.9,,,0,,,13.5,208.21,,4.7,0.2,65.11,Clear
2017-12-22,Dammam,27.4,11.4,18.1,,26.3,0,,,10.7,205.08,,6.6,0.8,52.49,Clear
2017-12-23,Dammam,28.7,11.8,19.2,,27.1,0,,,11,161.96,,9,7.2,39.71,Clear
2017-12-24,Dammam,29.6,13.7,20.1,,27.8,0,,,12.4,197.63,,9.6,3.9,36.61,Clear
2017-12-25,Dammam,28,12.8,20.8,,26.7,0,,,19.7,162.21,,9.7,2.1,39.55,Clear
2017-12-26,Dammam,23,15,18.7,,,0,,,41.3,301.96,55.4,8.3,4.7,51.22,Clear
2017-12-27,Dammam,21.6,10.8,15.7,,,0,,,27.9,259.75,,9.9,3.4,56.07,Clear
2017-12-28,Dammam,22.3,9,15.1,7.6,,0,,,13.2,197.08,,9.6,0.8,56.7,Clear
2017-12-29,Dammam,24.4,11.4,17.1,,,0,,,15.8,249.54,,5.9,11.6,74.96,Clear
2017-12-30,Dammam,25.7,12.1,18,,,0,,,14.4,242.96,,5.6,2.9,68.81,Clear
2017-12-31,Dammam,23.7,12.9,17.1,,,0,,,9.9,246.58,,1.5,19.6,82.41,Clear
2018-01-01,Dammam,24.3,10.2,17,,,0,,,17.8,152.14,,5.6,3.6,64.99,Clear
2018-01-02,Dammam,22.6,11.6,17.1,,,0,,,33.7,270.67,,7.5,6.5,56.56,Clear
2018-01-03,Dammam,21.6,9.6,15.5,7.5,,0,,,26.9,309.67,,10,5.9,50.3,Clear
2018-01-04,Dammam,22.6,10.8,16,,,0,,,19.3,230.38,,10.1,3.1,44.86,Clear
2018-01-05,Dammam,23.2,10.4,16.9,,,0,,,21.6,172.29,,9.8,0.6,51.03,Clear
2018-01-06,Dammam,26.4,12.8,18.9,,,0,,,17.4,200.75,,9.2,0,42.66,Clear
2018-01-07,Dammam,23.6,12.5,18.1,,,0,,,26.2,303,,9.4,4.4,51.25,Clear
2018-01-08,Dammam,21.6,12.4,16.1,,,0,,,30.9,302.92,,9.8,6.8,48.48,Clear
2018-01-09,Dammam,22.5,10.1,15.9,,,0,,,25,241.96,,10.1,17.1,48.77,Clear
2018-01-10,Dammam,22.6,11.1,16.1,,,0,,,22.2,288.96,,9.8,9.6,53.44,Clear
2018-01-11,Dammam,21.6,8.6,14.6,7,,0,,,14.3,255.92,,10.1,0,38.64,Clear
2018-01-12,Dammam,21.8,6.9,13.7,5.3,,0,,,17.5,261.92,,10,0.1,44.04,Clear
2018-01-13,Dammam,24.7,5.7,15,7.9,,0,,,15.6,216.92,,9.7,0.1,42.82,Clear
2018-01-14,Dammam,26.6,8.7,16.5,7.3,,0,,,11,187.92,,9.9,1,41.44,Clear
2018-01-15,Dammam,25.4,8.4,16.4,7.8,,0,,,15.8,189.52,,10,0.1,46.84,Clear
2018-01-16,Dammam,21.9,12.2,16.8,,,0,,,29.6,321.92,,9.8,0.7,54.2,Clear
2018-01-17,Dammam,20.9,9.6,15.3,7.3,,0,,,25.9,307.58,,10.1,4.2,52.88,Clear
2018-01-18,Dammam,21.9,8.9,15.5,8.4,,0,,,13.8,222.25,,9.7,0,61.17,Clear
2018-01-19,Dammam,23.6,10.2,17.2,,,0,,,25.9,148.63,,9.5,2.2,55.92,Clear
2018-01-20,Dammam,20.6,12.7,17,,,0,,,30.7,269.79,,5.6,7.9,51.52,Clear
2018-01-21,Dammam,18.7,8.8,13.5,5.6,,0,,,32.2,306.5,,6.7,5.6,49.43,Clear
2018-01-22,Dammam,20.5,8.1,13.8,5.5,,0,,,22.2,233.75,,5.4,0.5,63.14,Clear
2018-01-23,Dammam,20.6,8.1,15,,,0,,,20.4,146.04,,4.3,0.1,62.87,Clear
2018-01-24,Dammam,24.2,14.5,18.7,,,0,,,19.9,135.38,,8.2,0.8,37.58,Clear
2018-01-25,Dammam,26.2,12.9,19.5,,,0,,,16.9,122.5,,8.6,1.6,45.89,Clear
2018-01-26,Dammam,26.6,14.2,19.9,,,0,,,20,178,,9.3,0.9,42.12,Clear
2018-01-27,Dammam,24.9,14.1,19,,,0,,,15.8,179.96,,7.7,21.1,57.11,Clear
2018-01-28,Dammam,19.3,12.1,16.7,,,0,,,44.6,324.58,,8.8,17.4,49.98,Clear
2018-01-29,Dammam,19.6,9.1,14,6.6,,0,,,24.9,288.17,,10.1,8.6,45.92,Clear
2018-01-30,Dammam,19.9,7.9,13.5,5.5,,0,,,24.6,230.63,,10.1,18.6,46.05,Clear
2018-01-31,Dammam,20,8.2,13.8,6.4,,0,,,23.8,256.04,,10,2.5,47.71,Clear
2018-02-01,Dammam,20.9,8.6,14.2,6.4,,0,,,27,317.71,,10.1,0.9,51.37,Clear
2018-02-02,Dammam,21.5,9.1,14.7,6.4,,0,,,32.6,312.17,,10,0,45.84,Clear
2018-02-03,Dammam,21.5,9.4,14.5,6.8,,0,,,28.3,284.33,,9.8,0,39.63,Clear
2018-02-04,Dammam,21.9,8.7,14.8,6.1,,0,,,26.6,256.21,,10,0.8,41.16,Clear
2018-02-05,Dammam,24.3,8.1,15.4,7.1,,0,,,17.8,194.96,,10.1,3.1,41.51,Clear
2018-02-06,Dammam,24.9,10,17.4,,,0,,,14.8,209.42,,9.5,2.7,43.97,Clear
2018-02-07,Dammam,25.4,11.1,17.8,,,0,,,16,77.5,,9.5,17.4,47.88,Clear
2018-02-08,Dammam,26.3,10.5,18.1,,,0,,,16.1,237,,7.6,0.6,43.79,Clear
2018-02-09,Dammam,24.6,11,17.3,,,0,,,28,274.38,,9.2,3.7,37.34,Clear
2018-02-10,Dammam,26.9,9.6,17.9,,25.8,0,,,13.4,198.83,,9.8,4.2,28.05,Clear
2018-02-11,Dammam,27.7,13,19.4,,26.4,0,,,15.1,135.33,,10,2.8,38.84,Clear
2018-02-12,Dammam,27.4,12.4,20.4,,26.3,0,,,27.9,99.83,,10,8.6,42.18,Clear
2018-02-13,Dammam,31,18.7,24.3,,28.9,0,,,27.7,137.67,,7.4,9.2,35.85,Clear
2018-02-14,Dammam,23.2,18.7,21.2,,,0,,,40.2,293.63,,5.7,19.9,55.3,Clear
2018-02-15,Dammam,24.9,15.3,19.7,,,0,,,18.1,159.21,,8.2,5.6,69.5,Clear
2018-02-16,Dammam,26.3,15.8,20.6,,,0,,,22.3,107.71,,3,13,76.88,Clear
2018-02-17,Dammam,30.6,16.4,22.8,,29,0,,,20.4,128.08,,7,0.2,62.41,Clear
2018-02-18,Dammam,30.6,18,22.6,,28.8,0,,,36,215.17,,8.3,28.6,51.42,Partially cloudy
2018-02-19,Dammam,24.2,16,19.8,,,0,,,24.4,170.96,,2.6,6,52.26,Clear
2018-02-20,Dammam,24.5,13.7,18.4,,,0,,,28.3,264.13,,7.4,6.8,51.45,Clear
2018-02-21,Dammam,23.8,13,18.5,,,0,,,17.5,181.21,,9.4,19.5,58.68,Clear
2018-02-22,Dammam,23.8,17.1,19.6,,,0.84,,,19.8,130.74,,9,25.8,63.89,Rain
2018-02-23,Dammam,27.2,15.2,21.2,,26.6,0,,,22.4,92.67,,9.9,38.8,48.63,Partially cloudy
2018-02-24,Dammam,24.4,18.2,20.3,,,0.8,,,24.1,155.79,37.1,7.3,75.3,68.29,"Rain, Overcast"
2018-02-25,Dammam,24.8,17.5,20.3,,,4.11,,,26.4,161.29,42.5,8.5,40.8,71.92,Rain
2018-02-26,Dammam,23.8,14,19.2,,,0,,,17.6,139.33,,6.5,19.9,70.55,Clear
2018-02-27,Dammam,23.8,17.8,20.3,,,2.4,,,24.6,79.79,,9.7,66.3,65.7,Rain
2018-02-28,Dammam,24.2,18.5,20.9,,,3.68,,,24.5,60.33,,9.5,32.2,71.25,Rain
2018-03-01,Dammam,25.5,16.5,20.4,,,0,,,28.9,93.25,,9.4,7.2,66.9,Clear
2018-03-02,Dammam,25.2,17.8,20.9,,,0,,,33,212.5,,9.6,34.5,56.99,Partially cloudy
2018-03-03,Dammam,25.8,14.4,20.1,,,0,,,23.7,212.88,,10.1,0.1,46.65,Clear
2018-03-04,Dammam,27.9,12.5,20.6,,26.6,0,,,15.9,195.88,,10.1,1.6,41.97,Clear
2018-03-05,Dammam,29.9,15.4,22.6,,28.1,0,,,16.9,167.96,,9.9,4.2,44.89,Clear
2018-03-06,Dammam,33.6,17.3,25,,31.3,0,,,17.9,156.08,,9.2,0.5,43.21,Clear
2018-03-07,Dammam,35.3,20.8,25.5,,33.1,0,,,19,135.38,40.7,10,0.5,43.25,Clear
2018-03-08,Dammam,32.5,16.9,24.4,,30.2,0,,,15,174.46,,9,0,42.47,Clear
2018-03-09,Dammam,32.3,17,24.2,,30,0,,,19.1,179.58,,8.1,0,46.54,Clear
2018-03-10,Dammam,33.7,18.6,26.5,,31.4,0,,,35.3,169.08,38.9,6.8,8.7,40.48,Clear
2018-03-11,Dammam,28.4,20.4,23.7,,28,0,,,31.3,184.08,,7.3,6.5,53.87,Clear
2018-03-12,Dammam,28.5,18.8,23.7,,27.5,0,,,30.6,161.42,,9.1,30.1,50.4,Partially cloudy
2018-03-13,Dammam,28.4,16.7,22.2,,27.1,0,,,28.7,243.96,,10.2,0,38.16,Clear
2018-03-14,Dammam,31.3,16.1,23.6,,29.2,0,,,22.3,208.67,,10.2,0,28.04,Clear
2018-03-15,Dammam,33.6,17,25.2,,31.1,0,,,16,165.75,,10.1,0,26.32,Clear
2018-03-16,Dammam,30.8,20.3,25.9,,29.1,0,,,18.2,140.38,,9.4,27.9,37.68,Partially cloudy
2018-03-17,Dammam,31.8,22.1,26.3,,30,0,,,34,227,,5.7,14.8,35.63,Clear
2018-03-18,Dammam,25.3,17,21.4,,,0,,,32.5,214.92,,9.3,0,41.16,Clear
2018-03-19,Dammam,28.1,15,21.5,,26.7,0,,,21.7,197.63,35.3,10.1,2.8,34.23,Clear
2018-03-20,Dammam,28.5,15.1,22.1,,27.1,0,,,18,141.17,,10.1,0.1,40,Clear
2018-03-21,Dammam,31.3,16.8,23.9,,29.2,0,,,20.8,72.17,,10,0,42.4,Clear
2018-03-22,Dammam,34,17.9,25.5,,32.9,0,,,26.4,222.33,,10,0,36.63,Clear
2018-03-23,Dammam,31.6,18.3,24.4,,29.5,0,,,32.2,285.25,46.4,10,0.4,28.92,Clear
2018-03-24,Dammam,31.4,15.2,23.4,,29.6,0,,,18,178.08,,9.5,1.5,42.77,Clear
2018-03-25,Dammam,33.6,17.6,25.2,,31.4,0,,,19.6,110,,7.5,5.4,53.49,Clear
2018-03-26,Dammam,35.1,17.5,26.4,,32.5,0,,,19.3,128.63,,10,2.2,33.92,Clear
2018-03-27,Dammam,37.8,18.8,28,,35,0,,,16.7,199.13,,9.9,2.4,27.1,Clear
2018-03-28,Dammam,38.8,20.1,28.9,,35.7,0,,,14.4,184.92,,10,1,28.31,Clear
2018-03-29,Dammam,37.9,18.9,28.1,,34.8,0,,,17.5,156.87,,9.7,0.4,36.97,Clear
2018-03-30,Dammam,38.2,21,29.2,,35.4,0,,,37.1,182.5,83.5,7.8,9.8,38.43,Clear
2018-03-31,Dammam,27.8,23.4,25.5,,26.9,0,,,43,341.67,51.8,6.2,18.5,33.26,Clear
2018-04-01,Dammam,27.9,20,24.1,,26.7,0,,,38.9,328.33,53.6,8.2,12.5,30.92,Clear
2018-04-02,Dammam,29.5,20.3,25,,27.8,0,,,23.1,237.08,,10.1,46.6,27.37,Partially cloudy
2018-04-03,Dammam,31.8,20.6,26.1,,29.6,0,,,21.6,160.33,,10,4.3,26.04,Clear
2018-04-04,Dammam,34,20.5,26.7,,31.6,0,,,18.8,133.21,,9.8,29.3,33.64,Partially cloudy
2018-04-05,Dammam,29.9,23.8,26.3,,28.7,0,,,28.1,96.04,,6.5,27.6,41.95,Partially cloudy
2018-04-06,Dammam,32,24.1,26.9,,30.3,0,,,29.7,225.96,50,8,54.3,44.88,Partially cloudy
2018-04-07,Dammam,30.4,21.4,26.6,,29.8,3,,,21.3,133.75,,6.4,30.5,50.63,Rain
2018-04-08,Dammam,31,24,26.4,,29.9,0.8,,,22.5,135.29,,7.6,40.4,50.38,Rain
2018-04-09,Dammam,31.2,22.1,26.3,,30,0,,,24.2,131.54,,5.9,28.4,54.08,Partially cloudy
2018-04-10,Dammam,31.6,22.2,27.1,,30.4,0,,,27.5,156.21,50,6.5,44.6,46.66,Partially cloudy
2018-04-11,Dammam,30.2,23.1,26.5,,29.2,0.2,,,30.6,166.88,35.3,7.1,77.8,47.82,"Rain, Overcast"
2018-04-12,Dammam,29.6,21.8,25.3,,29.2,7.46,,,34.1,95.71,35.3,9.6,33.6,62.71,Rain
2018-04-13,Dammam,35.3,22.5,27.6,,35.6,0,,,29.8,106.42,,6.1,0,57.56,Clear
2018-04-14,Dammam,33.6,22.8,27,,31.3,0,,,33.3,203.75,,8.7,0.9,50.29,Clear
2018-04-15,Dammam,32.8,19.7,26.2,,30.7,0,,,18.9,177.04,,10,16.3,43.41,Clear
2018-04-16,Dammam,33.2,22.6,27.4,,31.5,1.2,,,25.2,113.79,,9.8,34.9,47.79,Rain
2018-04-17,Dammam,32.5,23.2,26.9,,30.4,0,,,39.1,45.29,,9.8,0.4,43.71,Clear
2018-04-18,Dammam,29.9,19.7,24.8,,28.3,0,,,30.3,293.54,50,10.1,0,39.19,Clear
2018-04-19,Dammam,33.7,17.7,25.6,,31.2,0,,,30.7,298.54,,10.1,0,25.63,Clear
2018-04-20,Dammam,36.4,17.8,27,,33.5,0,,,24.9,213.71,,10.1,0,22.1,Clear
2018-04-21,Dammam,37,22.3,30.3,,34.1,0,,,29.8,158.21,,9.5,0,26.14,Clear
2018-04-22,Dammam,39.5,24.9,31.8,,36.6,0,,,36.2,154.5,66.6,6.9,36.7,29.14,Partially cloudy
2018-04-23,Dammam,34.4,25.7,29.9,,33.5,0.74,,,38.2,197.67,70.6,4.2,47.2,42.77,Rain
2018-04-24,Dammam,29.9,23.1,26.8,,28.2,0.4,,,37.6,167.63,,8.6,37.4,33.92,Rain
2018-04-25,Dammam,31.5,22.2,26.8,,30.6,0,,,30.2,168.42,,10,51.6,37.87,Partially cloudy
2018-04-26,Dammam,34.4,23.4,28.2,,33.7,0,,,47.7,158.5,63,9.3,31.1,44.61,Partially cloudy
2018-04-27,Dammam,34,23.4,28.3,,32.9,0,,,31,118.96,51.8,9.5,26.7,47.62,Partially cloudy
2018-04-28,Dammam,34.5,24.8,29.7,,33.4,0,,,31.6,111.5,42.5,9.2,28.7,40.79,Partially cloudy
2018-04-29,Dammam,34.6,25.7,29.4,,33,0,,,28.2,204.88,,10,4.1,41.03,Clear
