Date,City,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
2016-12-21,Dammam,19.8,11.9,16.1,,,0,,,31.9,319.83,,7.8,4.5,61.23,Clear
2016-12-22,Dammam,22.6,12.4,16.9,,,0,,,18.5,325.04,,9.5,17.2,62.13,Clear
2016-12-23,Dammam,24.5,14.3,18.7,,,0,,,22.4,308.83,,10,6.9,63.63,Clear
2016-12-24,Dammam,25.7,14.6,19.2,,,0,,,19.2,218.92,,9.3,0,58.2,Clear
2016-12-25,Dammam,26.6,14.2,19.9,,,0,,,17.1,126.54,,6.2,6.4,73.28,Clear
2016-12-26,Dammam,27.7,15.4,20.7,,27.6,0,,,16.3,147.63,,7.6,6.5,68.22,Clear
2016-12-27,Dammam,25.5,15.1,19.4,,,0,,,11.5,222.17,,3.1,6.1,79.64,Clear
2016-12-28,Dammam,27,14.3,19.6,,26.5,0,,,32.7,228.92,,3.2,16.6,72.44,Clear
2016-12-29,Dammam,23.9,14.2,18.4,,,0,,,23.1,309.5,,9,4.8,62.11,Clear
2016-12-30,Dammam,26.6,12.5,18.6,,,0,,,14.4,226.92,,9.5,0,66.98,Clear
2016-12-31,Dammam,28.7,13.4,19.7,,27.5,0,,,9.6,189.79,,8.2,4.5,61.43,Clear
2017-01-01,Dammam,27.3,14.1,19.7,,27,0,,,18.8,315.25,,7.5,6.3,62.23,Clear
2017-01-02,Dammam,24.5,12.4,17.7,,,0,,,20.5,253.3,,7.1,1.8,60.36,Clear
2017-01-03,Dammam,24.5,12.3,17.4,,,0,,,20.7,262.67,,7.4,0.2,66.78,Clear
2017-01-04,Dammam,21.6,12.4,16.7,,,0,,,22.3,322.13,,10,0.9,55.63,Clear
2017-01-05,Dammam,19.7,12,15,,,0,,,37.8,311.38,51.8,9.2,2,51.03,Clear
2017-01-06,Dammam,19.6,9.1,14,5.8,,0,,,36,308.25,,9.9,1.1,42.43,Clear
2017-01-07,Dammam,22.5,9.2,15.3,6.9,,0,,,18.5,267.91,,9.9,1.5,51.76,Clear
2017-01-08,Dammam,24,9.5,16.5,8.7,,0,,,13.4,165.33,,9.2,0.1,54.33,Clear
2017-01-09,Dammam,26.8,13.2,19.2,,25.9,0,,,26.7,137.21,,9.8,3.2,49.49,Clear
2017-01-10,Dammam,24.6,12.7,18.2,,,0,,,18.4,247.7,,7.5,1.2,62.67,Clear
2017-01-11,Dammam,24,15.3,18.5,,,0,,,13,233.33,,3,7.4,78.32,Clear
2017-01-12,Dammam,23.5,13.1,17.5,,,0,,,27.4,312.75,,8,5.6,51.66,Clear
2017-01-13,Dammam,21.6,12.2,16.1,,,0,,,23.3,298.21,,10,6.7,41.31,Clear
2017-01-14,Dammam,20.6,9.4,14.5,7,,0,,,28.5,312.25,,10,5.4,47.37,Clear
2017-01-15,Dammam,20.9,10.1,15,,,0,,,16.2,227.79,,10,10.9,50.85,Clear
2017-01-16,Dammam,22.2,12.4,16.9,,,0,,,21.6,111.58,,9.5,5.8,66.43,Clear
2017-01-17,Dammam,21.6,11.1,15.5,,,0,,,28.5,315.46,42.5,9.5,6.8,61.18,Clear
2017-01-18,Dammam,20.9,10.3,15.3,,,0,,,19.1,231.96,,9.7,11.9,59.75,Clear
2017-01-19,Dammam,21.9,11.9,17.3,,,0,,,24.7,152.75,,8.6,7.2,66.88,Clear
2017-01-20,Dammam,24,16.5,19.5,,,0,,,26.7,215.75,,8.6,16.4,63.39,Clear
2017-01-21,Dammam,20,14,17.2,,,0,,,25.6,263.33,,4.8,45.3,72.11,Partially cloudy
2017-01-22,Dammam,23,14.4,18.7,,,0.2,,,18.7,159.5,,4.7,40.8,78.53,Rain
2017-01-23,Dammam,20.6,12.1,16.3,,,0,,,28.7,324.17,,8.2,26.7,61.24,Partially cloudy
2017-01-24,Dammam,18.6,8.4,12.9,5.4,,0,,,35.5,306.75,57.6,9.9,3,48.37,Clear
2017-01-25,Dammam,19.8,7.5,13.4,4.4,,0,,,27,259.96,,9.6,6.8,48.48,Clear
2017-01-26,Dammam,20.4,7.6,14.3,6.4,,0,,,17.7,192.83,,9.3,6.4,55.94,Clear
2017-01-27,Dammam,23,12.4,18.3,,,0,,,36.5,148.75,44.6,8.1,6.4,61.87,Clear
2017-01-28,Dammam,23.4,14.6,19.2,,,0,,,27,182.96,,8.4,29.4,50.52,Partially cloudy
2017-01-29,Dammam,20.3,15.5,18.1,,,0.2,,,35.3,291.54,55.4,8.1,41,55.55,Rain
2017-01-30,Dammam,17.8,9.8,13.8,7.5,,0,,,37.1,323.71,,10,5.2,49.9,Clear
2017-01-31,Dammam,21.6,8.1,15,6.6,,0,,,23.8,198.54,,9.9,1.3,54.56,Clear
2017-02-01,Dammam,20.6,15.2,17.6,,,0,,,24.1,264.25,,7.8,35.5,52.25,Partially cloudy
2017-02-02,Dammam,16.6,8.6,13.6,5.6,,2.1,,,44,320.71,92.5,8.7,49.9,46.86,Rain
2017-02-03,Dammam,13,4,8,-1.7,,0,,,45.2,311.21,61.2,7.8,3,31.53,Clear
2017-02-04,Dammam,16.6,3.5,9.6,-0.4,,0,,,28.1,298.04,,10,2,30.08,Clear
2017-02-05,Dammam,17.6,3.2,10.5,-0.3,,0,,,18.6,266.38,,10,3.6,35.97,Clear
2017-02-06,Dammam,15.6,8.1,11,7.2,,0,,,21.2,296.04,,9.5,38.8,58.35,Partially cloudy
2017-02-07,Dammam,20.5,6.5,12.4,3.6,,2,,,30.1,308.29,,10,1,50.56,Rain
2017-02-08,Dammam,20.9,9.4,14.9,7.6,,0,,,16.5,200.83,,9.6,15.8,49.71,Clear
2017-02-09,Dammam,21.9,11.5,16.6,,,0,,,17.4,101.39,,9.4,30.9,56.7,Partially cloudy
2017-02-10,Dammam,25.1,13.8,19.1,,,1,,,22.9,156.75,,8.2,21,57.1,Rain
2017-02-11,Dammam,20.7,14.5,17.3,,,0,,,23.6,164.88,,7.9,48,57.5,Partially cloudy
2017-02-12,Dammam,22.6,15.8,19,,,1.2,,,44.7,84.5,,7.6,54.8,79.55,Rain
2017-02-13,Dammam,22.4,18,19.8,,,11.03,,,36.2,145.88,,5.2,57.3,81.72,Rain
2017-02-14,Dammam,18.7,14.1,16.3,,,3,,,21.5,147.29,,5.4,64.7,79.72,Rain
2017-02-15,Dammam,21.5,14.1,18.4,,,22,,,22.6,145.17,,6.3,68.2,86.01,Rain
2017-02-16,Dammam,21.3,18,19.2,,,6,,,15.1,97.46,,4.9,69.6,89.38,Rain
2017-02-17,Dammam,18.6,14.8,17.5,,,75,,,31.8,241.58,,5.4,52.9,83.89,Rain
2017-02-18,Dammam,15.4,4.3,12.8,-0.4,,0.1,,,34.4,319,,7.6,7.5,53.07,Rain
2017-02-19,Dammam,14.6,6.4,10.4,3.2,,0,,,36,307.58,,8,2.3,49.87,Clear
2017-02-20,Dammam,17.4,7.1,12.1,4.2,,0,,,26.2,295.96,,9.9,9.6,52.5,Clear
2017-02-21,Dammam,20.1,10.7,14.8,,,0,,,21.4,283.13,33.5,10,14.7,46.29,Clear
2017-02-22,Dammam,23,9.7,15.9,8.7,,0,,,15.9,188.63,,9.1,7,61.67,Clear
2017-02-23,Dammam,21.5,14.1,17.3,,,3,,,25.4,119.25,37.1,7.7,39,73.11,Rain
2017-02-24,Dammam,21.7,15.1,17.5,,,0,,,28.3,312.71,,8.1,21.9,73.22,Clear
2017-02-25,Dammam,23.2,13,17.2,,,0,,,25.2,269.29,,9.9,3.3,54.03,Clear
2017-02-26,Dammam,23.4,12.7,17.5,,,0,,,22.6,251.38,,9.8,0,48.66,Clear
2017-02-27,Dammam,25.7,11.3,17.1,,,0,,,22.9,259.13,,10,0,46.68,Clear
2017-02-28,Dammam,26.1,10.7,17.2,,,0,,,15.6,189.79,,10,0,45.8,Clear
2017-03-01,Dammam,26.2,11.1,18.2,,,0,,,16,181.54,,9.7,4.6,48.87,Clear
2017-03-02,Dammam,22.5,16.2,18.5,,,2,,,24.4,104.83,,8.7,49.8,68.29,Rain
2017-03-03,Dammam,28.9,13.4,20.5,,27.5,0.7,,,16.8,127.38,,9.4,16.5,55.96,Rain
2017-03-04,Dammam,23.1,16.1,18.6,,,6,,,28.9,204.29,,7.6,39.1,75.24,Rain
2017-03-05,Dammam,25.9,14.5,19.6,,,0,,,21.3,227.38,,6.9,20.3,65,Clear
2017-03-06,Dammam,23.2,15.2,19.4,,,0,,,37.1,328.08,50,10,6,53.46,Clear
2017-03-07,Dammam,26,12.5,18.8,,,0,,,23.4,215.67,,9.4,3.2,51.52,Clear
2017-03-08,Dammam,28,13.4,19.8,,26.8,0,,,19,148.13,,9.7,3.6,47.28,Clear
2017-03-09,Dammam,27.3,14,20.2,,26.4,0,,,34.3,273.5,,9.9,0,45.46,Clear
2017-03-10,Dammam,29.4,13.3,20.6,,27.7,0,,,17.6,182.17,,10,2.2,40.28,Clear
2017-03-11,Dammam,22.9,17.1,20.4,,,0,,,23.4,123.08,,9.5,49.9,59.21,Partially cloudy
2017-03-12,Dammam,30.9,17.1,23.9,,29.1,0,,,17.6,136.83,,8.8,7.7,48.73,Clear
2017-03-13,Dammam,29.8,19.8,24.5,,28.4,1,,,50.7,201.33,44.6,8.3,54.3,43.36,Rain
2017-03-14,Dammam,25.6,17.5,23,,,1,,,30.9,237.88,51.8,4.7,24.7,31.82,Rain
2017-03-15,Dammam,26.2,16.8,21.3,,,0.2,,,26.4,91.63,,9.9,33.9,40.75,Rain
2017-03-16,Dammam,24.6,18.4,21.3,,,2,,,26.9,157.22,,9.6,57.1,55.8,Rain
2017-03-17,Dammam,21.7,17.8,19.8,,,1,,,24,192.5,,5.5,36.8,74.84,Rain
2017-03-18,Dammam,27.6,16.2,21.5,,27.2,0,,,19,162.46,,7.7,5.4,66.23,Clear
2017-03-19,Dammam,25.6,19.8,21.9,,,1,,,46.6,92.13,74.2,7.3,46.5,65.56,Rain
2017-03-20,Dammam,22.4,15.9,20.2,,,11.8,,,33.4,274.21,61.2,6.7,46.9,73.69,Rain
2017-03-21,Dammam,28.7,14,20.5,,27.4,0,,,17.2,233.71,,9.9,0.5,59.11,Clear
2017-03-22,Dammam,29.8,16.1,22,,28.2,0,,,16.7,118.92,,8.9,11.5,53.5,Clear
2017-03-23,Dammam,26.8,18.3,21.4,,26.3,0,,,33.6,105.29,,9,48.6,62.32,Partially cloudy
2017-03-24,Dammam,26.5,18.2,22.4,,,14.42,,,36.1,107.63,,9.3,31.8,69.81,Rain
2017-03-25,Dammam,26.2,18.1,22.8,,,0.2,,,29.6,138.13,46.4,9.4,51.3,74.54,Rain
2017-03-26,Dammam,25.2,19.1,21.6,,,0,,,23.7,181.54,,9.5,49.1,69.52,Partially cloudy
2017-03-27,Dammam,27.4,17.8,22,,26.4,0,,,26.5,169.04,,9.8,12.2,52.09,Clear
2017-03-28,Dammam,30.2,15.6,22.4,,28.4,0,,,17.1,162.63,,9.5,1.3,54.15,Clear
2017-03-29,Dammam,32.2,17.5,23.2,,29.9,0,,,20.3,116.83,,8.8,22.1,56.43,Clear
2017-03-30,Dammam,32,19.9,24.9,,30,1,,,19.9,80.79,,9.6,18.1,46.37,Rain
2017-03-31,Dammam,27.6,20.5,23.5,,28,1,,,27.3,117.92,,9.2,36.2,64.85,Rain
2017-04-01,Dammam,36.2,22.4,27.3,,35.2,0.4,,,23.2,162.88,44.6,10,29.7,51.24,Rain
2017-04-02,Dammam,34,22.8,27.8,,33,0,,,17.7,131.67,,10,22,48.04,Clear
2017-04-03,Dammam,29.1,22.4,25.4,,28.5,0,,,45.1,289.21,74.2,8.6,8.6,46.42,Clear
2017-04-04,Dammam,27.2,18,22.8,,26.4,0,,,41.4,338,,9.8,1,38.18,Clear
2017-04-05,Dammam,27.4,16.4,21.3,,26.6,0,,,32.9,257.04,,9.8,3,42.36,Clear
2017-04-06,Dammam,29.7,14.7,22.1,,27.9,0,,,16.9,175.71,,10,2.3,47.32,Clear
2017-04-07,Dammam,32.9,18.9,25.7,,30.6,0,,,35.3,142.46,,9.3,9.9,46.41,Clear
2017-04-08,Dammam,34,22.1,26.7,,32.4,0,,,26.3,121.88,,9.7,20.8,46.92,Clear
2017-04-09,Dammam,34,21.4,27.4,,31.9,0,,,20.6,106.25,,10,3.5,41.56,Clear
2017-04-10,Dammam,36.5,22.3,29,,34.5,0,,,21.5,106.38,,8.9,1.8,40.55,Clear
2017-04-11,Dammam,38.1,22.9,29.6,,36.3,0,,,27.3,104.92,,9.5,0.4,39.13,Clear
2017-04-12,Dammam,39.8,22.2,30.5,,37.3,0,,,19.8,116.67,,9.9,2.9,38.5,Clear
2017-04-13,Dammam,40.3,23.3,31,,37.6,0,,,18.5,119.96,,8.2,7.4,41.37,Clear
2017-04-14,Dammam,40,22.8,31.5,,37.3,0,,,14.5,133,,9,6,33.9,Clear
2017-04-15,Dammam,41.5,17.9,29.4,,38.3,0,,,40.3,147.21,60.8,8.3,5.3,42.87,Clear
2017-04-16,Dammam,31.5,24.1,27.3,,30.1,0,,,48,339.5,57.6,8.5,3,43.66,Clear
2017-04-17,Dammam,30.9,23.7,27.2,,29.3,0,,,39.6,328.46,59.4,9.8,1.5,38.42,Clear
2017-04-18,Dammam,34.7,23.5,28.9,,33.4,0,,,36,203.46,61.2,9.8,0.5,39.57,Clear
2017-04-19,Dammam,36.9,23.2,29.4,,34.9,0,,,28.3,317.71,,7.8,11.4,37.7,Clear
2017-04-20,Dammam,31.4,22.9,27.6,,29.4,0,,,40.8,331.88,59,9.6,2.4,26.82,Clear
2017-04-21,Dammam,34.6,20.1,27.3,,32,0,,,49.5,320.42,68.4,9,0,20.16,Clear
2017-04-22,Dammam,35.7,21,27.4,,33.2,0,,,34.9,300.46,,10,0,22.67,Clear
2017-04-23,Dammam,41,18.4,28.3,,37.3,0,,,20.1,230.21,,9.3,0,26.14,Clear
2017-04-24,Dammam,40.3,21,29.5,,37.2,0,,,19.6,151.04,,9.9,0,29.62,Clear
2017-04-25,Dammam,39.5,22.7,29.4,,37.1,0,,,29,136.54,,9.3,10.7,35.73,Clear
2017-04-26,Dammam,36,22.6,28.6,,34.1,0,,,34.7,233.88,42.5,8.7,0.8,38.41,Clear
2017-04-27,Dammam,37.4,21.7,29.9,,34.7,0,,,24.4,159.38,,10,7.4,25.96,Clear
2017-04-28,Dammam,38.7,22.3,30.9,,36.6,0,,,16.4,123.33,,9.5,6.6,32.04,Clear
2017-04-29,Dammam,39.1,25.3,32.5,,37.3,0,,,27,146.13,,8.7,12.2,29.75,Clear
2017-04-30,Dammam,37.8,27,32.3,,36.4,0,,,15.1,140.46,,7.1,37.4,27.16,Partially cloudy
2017-05-01,Dammam,37.3,26.2,31.3,,35.5,0,,,22.6,180.29,51.8,8.4,28.4,29.48,Partially cloudy
2017-05-02,Dammam,39.2,23.4,31.7,,37.2,0,,,16.8,158.92,,9.9,0,35.68,Clear
2017-05-03,Dammam,41.4,26.5,33.5,,39,0,,,22.4,135.88,,9.5,1.7,33.56,Clear
2017-05-04,Dammam,42,27.3,34.1,,40.1,0,,,26.9,130.25,,9.5,3.2,30.76,Clear
2017-05-05,Dammam,38.5,28.6,33.7,,40.6,0,,,26.2,99.21,55.4,9.2,9.9,42.53,Clear
2017-05-06,Dammam,41.2,30.1,35,,39.6,2,,,31.7,125.04,70.6,9.4,17.3,31.36,Rain
2017-05-07,Dammam,39.8,29.3,33.5,,38.3,0,,,29.8,99.04,,9.2,24.8,37.74,Clear
2017-05-08,Dammam,40.2,28.7,33.3,,39.1,0,,,21.2,115.75,31.7,9.8,25.7,41.12,Partially cloudy
2017-05-09,Dammam,38.2,26.7,32.5,,36.8,0,,,25.4,125.79,27.7,4.3,1.4,33.36,Clear
2017-05-10,Dammam,38.6,26.6,32.6,,36.5,0,,,31.6,231.63,,7.7,0,23.95,Clear
2017-05-11,Dammam,41.6,26.4,33.3,,38.9,0,,,26.8,199.21,,8.4,0.6,21.47,Clear
2017-05-12,Dammam,40.6,26,32.7,,38.8,0,,,29.6,168.46,,8.8,19.6,27.01,Clear
2017-05-13,Dammam,38.1,26.5,32.8,,37.9,0,,,22.7,128.75,,10,0.5,36.03,Clear
2017-05-14,Dammam,40.4,26.6,32.6,,39.3,0,,,29.1,68.35,,9.2,7,34.7,Clear
2017-05-15,Dammam,40.8,23.4,32,,37.6,0,,,23,170.33,,10,0,29.81,Clear
2017-05-16,Dammam,43.1,25.7,34,,39.3,0,,,18.2,191.88,,10,0,26.54,Clear
2017-05-17,Dammam,44.9,28,35.4,,39.2,0,,,29.8,229.13,,9.6,1.2,18.33,Clear
2017-05-18,Dammam,40.2,29.2,34.4,,37.6,0,,,25.8,246.67,,9.9,1.4,20.96,Clear
2017-05-19,Dammam,42.1,28,34.7,,38.8,0,,,84.5,192.92,,10,0,20.52,Clear
2017-05-20,Dammam,42.7,29.6,35.8,,41.6,0,,,22.1,133.17,,10,1.4,23.66,Clear
2017-05-21,Dammam,39.6,31.8,35.2,,38.3,0,,,28.7,268.08,,6.8,2.3,24.93,Clear
2017-05-22,Dammam,34.6,27.4,31.4,,33.1,0,,,39.9,314.25,53.6,8.7,0,33.51,Clear
2017-05-23,Dammam,36.2,24.2,30.6,,33.9,0,,,23.4,256.21,,10,0,29.5,Clear
2017-05-24,Dammam,43.3,26.5,33.7,,39.6,0,,,24.4,220.58,,9.5,1,24.03,Clear
2017-05-25,Dammam,37.4,29.5,32.8,,36.6,0,,,44.3,339.63,53.6,7.7,0,28.42,Clear
2017-05-26,Dammam,39.9,25,32.8,,36.8,0,,,36.2,314.75,,9.8,1.7,19.98,Clear
2017-05-27,Dammam,42.6,28.6,35.9,,38.9,0,,,31.2,285.63,,9.9,0.3,12.93,Clear
2017-05-28,Dammam,40.7,29.7,34.7,,39.1,0,,,41.6,328.75,53.6,9.4,0,23.12,Clear
2017-05-29,Dammam,43.2,28.1,36.3,,40.4,0,,,40,323.13,50,9.7,0,19.56,Clear
2017-05-30,Dammam,44,32.9,38.3,,41.3,0,,,47.1,330.38,109.4,7.8,0,16.45,Clear
2017-05-31,Dammam,42.5,33.5,38.1,,39.4,0,,,64.4,331.58,87.1,5.1,0,14.74,Clear
2017-06-01,Dammam,40.5,32.5,36,,37.6,0,,,55.3,330.71,81.1,7.1,0,16.26,Clear
2017-06-02,Dammam,38.3,27,33.1,,35.8,0,,,37.4,315.08,51.8,9.3,0,23.53,Clear
2017-06-03,Dammam,36.8,26.8,32.1,,34.6,0,,,45.7,262.08,53.6,9.4,0,27.72,Clear
2017-06-04,Dammam,39.4,25.4,32.2,,36.3,0,,,34.5,306.92,,10,0,19.85,Clear
2017-06-05,Dammam,39.8,26,32.9,,37.4,0,,,34.9,249.5,,10,0,19.69,Clear
2017-06-06,Dammam,43.7,23.7,33.9,,40.5,0,,,24.1,186.58,,10,0,21.86,Clear
2017-06-07,Dammam,45.2,27,35.9,,39.2,0,,,20.3,181.04,,10,0,17.09,Clear
2017-06-08,Dammam,44,27.7,35.6,,40.7,0,,,33.9,148.33,,9.9,0,18.16,Clear
2017-06-09,Dammam,42.4,27,34.5,,39.7,0,,,23.1,183.25,,10,0,21.94,Clear
2017-06-10,Dammam,44.2,27.4,35.4,,40.7,0,,,24.5,208.88,,10,1,24.18,Clear
2017-06-11,Dammam,47,26.8,36.6,,39.3,0,,,28.4,219.33,,9.9,0.5,22.37,Clear
2017-06-12,Dammam,45.2,31.2,37.5,,39.7,0,,,25.9,276.88,,10,0,13.63,Clear
2017-06-13,Dammam,47.2,30.8,38.4,,38.9,0,,,30.5,309.25,,10,0,13.11,Clear
2017-06-14,Dammam,47.5,31,38.7,,39,0,,,24.5,174.67,,10,0,14.64,Clear
2017-06-15,Dammam,46,26.9,35.5,,44.6,0,,,19.9,53.04,,8.8,1.8,35.53,Clear
2017-06-16,Dammam,46.6,27.3,36.2,,47.2,0,,,27.4,235.04,,9.3,0.2,30.66,Clear
2017-06-17,Dammam,45.7,28.4,37.9,,40.6,0,,,28.5,238.08,,9.5,0,23.42,Clear
2017-06-18,Dammam,48.2,30.7,39.1,,39.7,0,,,27.3,202.79,,9.4,0,14.51,Clear
2017-06-19,Dammam,44.1,29.3,37.1,,40.8,0,,,31.4,318.71,,9.7,0,17.3,Clear
2017-06-20,Dammam,45.1,31.1,38.7,,39.7,0,,,52.4,326.13,,7.7,0,15.93,Clear
2017-06-21,Dammam,41.3,31.4,36.7,,39.8,0,,,45,332,61.2,7.5,0,20.7,Clear
2017-06-22,Dammam,40.9,30.4,36.5,,39.1,0,,,52.6,322.13,72,6.1,0,22.29,Clear
2017-06-23,Dammam,38.5,30.4,35.1,,36.9,0,,,42.8,342.63,61.2,8.3,0,23.81,Clear
2017-06-24,Dammam,40.3,27,33.7,,38.4,0,,,42.2,329.67,53.6,9.8,0,23.77,Clear
2017-06-25,Dammam,41.3,27.5,34.3,,39.5,0,,,38.9,315.29,55.4,9.2,0.4,21.42,Clear
2017-06-26,Dammam,43.3,28.3,35.9,,40.3,0,,,30.3,235.17,,9.7,0,14.38,Clear
2017-06-27,Dammam,44.5,29.1,36.5,,40.6,0,,,28.3,266.58,42.5,10,0,17.56,Clear
2017-06-28,Dammam,46.7,28.6,37.3,,41.6,0,,,25.8,194.79,,10,0,17.24,Clear
2017-06-29,Dammam,46,27.8,36.3,,39.8,0,,,21.1,111.58,,8.7,0,24.06,Clear
2017-06-30,Dammam,43.6,30.5,37.1,,41.1,0,,,119.2,239.46,29.5,9.8,0.4,20.38,Clear
2017-07-01,Dammam,45.6,29.3,37.6,,39.6,0,,,17.2,169.38,,10,0,14.53,Clear
2017-07-02,Dammam,46.6,28.3,37.5,,39.5,0,,,19.7,190.83,,9.8,0,24.71,Clear
2017-07-03,Dammam,47.8,29.3,38.6,,40,0,,,20.1,177.25,,9.4,0,24.32,Clear
2017-07-04,Dammam,47.6,29,38,,45.1,0,,,32.4,156.21,,8.9,0,31.81,Clear
2017-07-05,Dammam,45.6,30.1,38.1,,42.6,0,,,24.2,83.41,,8.6,0,30.21,Clear
2017-07-06,Dammam,47.6,28.4,37.4,,42.8,0,,,23.1,137.04,,7.6,0,23.34,Clear
2017-07-07,Dammam,47.4,29.8,38.5,,42.4,0,,,22.9,157.43,,8.8,0,27.46,Clear
2017-07-08,Dammam,43.5,30.3,36.9,,54.6,0,,,23,94.75,,6.8,0,47.77,Clear
2017-07-09,Dammam,43.6,31.8,36.6,,62.9,0,,,20.7,91.08,,6.4,0.3,60.55,Clear
2017-07-10,Dammam,47,32.2,38.1,,52.3,0,,,27,108.08,,7.3,0,50.48,Clear
2017-07-11,Dammam,47.3,31.2,39.2,,49.5,0,,,23,181.63,37.1,7.4,0.4,41.8,Clear
2017-07-12,Dammam,43.9,33.1,38.4,,41.9,0,,,43.4,212.04,66.6,8.8,4.6,25.34,Clear
2017-07-13,Dammam,48.1,31.1,39.4,,41.9,0,,,28.4,145.87,24.1,8.7,0,16.74,Clear
2017-07-14,Dammam,47.1,32.5,39.1,,45.2,0,,,26.7,156.25,,9.1,6.4,24.67,Clear
2017-07-15,Dammam,44.8,34.7,38.6,,58.1,0,,,31.3,103.46,,7.3,9,43.19,Clear
2017-07-16,Dammam,43.2,33.1,37.6,,50.3,0,,,17.7,70.13,,7.4,2.5,48.99,Clear
2017-07-17,Dammam,46.9,30.2,38,,48.6,0,,,19.4,200.13,,7.9,0.8,45.74,Clear
2017-07-18,Dammam,48.2,32.4,38.8,,43.8,0,,,25.5,197.75,,9.2,0.4,22.53,Clear
2017-07-19,Dammam,43.2,33,37.4,,56.3,0,,,22.1,96.67,,7,2.8,51.32,Clear
2017-07-20,Dammam,43.9,31.8,37.3,,44.9,0,,,23.4,74.25,,9.4,0,42.59,Clear
2017-07-21,Dammam,45.2,28.2,37.6,,45.9,0,,,18,169.42,,9.4,0.5,31.82,Clear
2017-07-22,Dammam,46.1,29.9,37.7,,40.9,0,,,19.8,155.75,,9.8,0,32.07,Clear
2017-07-23,Dammam,46.6,28.8,37.7,,45.1,0,,,17.2,96.17,31.7,9.4,0,34.94,Clear
2017-07-24,Dammam,46.9,30.2,38.2,,44,0,,,24.3,150.04,,8.6,0,36.66,Clear
2017-07-25,Dammam,47.3,30.3,38.4,,42.5,0,,,27.4,208.71,,9.2,0,30.14,Clear
2017-07-26,Dammam,45.8,32.4,38.5,,43.3,0,,,34.3,194.21,,10,0,22.13,Clear
2017-07-27,Dammam,46.4,32.3,38.1,,41.2,0,,,23.4,207.71,,9.7,0,24.25,Clear
2017-07-28,Dammam,42.6,29.8,36.1,,45.7,0,,,25.2,96.46,,9.9,0,42.14,Clear
2017-07-29,Dammam,45.1,29.5,36.6,,50.2,0,,,18.2,179.96,,9.8,0,44.22,Clear
2017-07-30,Dammam,46.8,31,38.2,,46.8,0,,,14.5,131.21,,9.1,0.1,36.91,Clear
2017-07-31,Dammam,43.6,30.7,37.3,,47.3,0,,,33.9,210.75,,9.4,0,33,Clear
2017-08-01,Dammam,45.5,31.6,38,,41.4,0,,,35.1,182.25,,10,0,24.38,Clear
2017-08-02,Dammam,46.4,30.6,36.9,,44.9,0,,,22.5,188.83,,9.8,0.2,31.66,Clear
2017-08-03,Dammam,44.6,31.2,37.3,,50.1,0,,,25,66.42,,7.1,0.7,47.18,Clear
2017-08-04,Dammam,44.6,31.8,38.1,,44.2,0,,,21.6,139,,8.8,2.7,37.55,Clear
2017-08-05,Dammam,45.5,32.2,38.2,,46.6,0,,,16.5,169.42,,9.1,4.9,32.36,Clear
2017-08-06,Dammam,44.9,30.5,37.1,,49.1,0,,,19.4,121.25,,8.3,0,45.69,Clear
2017-08-07,Dammam,44.1,31.2,37.4,,51.7,0,,,20.8,90.46,38.9,9.2,0,43.41,Clear
2017-08-08,Dammam,46.9,30.5,37.6,,45,0,,,22.3,144.25,,9.1,0,40.04,Clear
2017-08-09,Dammam,46,30.8,37.9,,47.9,0,,,21.5,102.57,,9.6,0,39.23,Clear
2017-08-10,Dammam,43.9,31.5,37.7,,46.3,0,,,18,121.83,,8.6,0,42.28,Clear
2017-08-11,Dammam,44.3,30.8,37.3,,48.2,0,,,23.1,110.67,,9.3,0.4,45.93,Clear
2017-08-12,Dammam,45.3,32.7,37.7,,47.1,0,,,98.2,111.75,,9.6,1.1,45.8,Clear
2017-08-13,Dammam,44.9,30.5,37.6,,46.9,0,,,21.6,146.79,31.7,9.7,1.8,45.66,Clear
2017-08-14,Dammam,44.7,31.6,38.4,,54.4,0,,,27.2,153.46,,9.2,4.2,43.34,Clear
2017-08-15,Dammam,42,33.2,37.4,,55.7,0,,,22.8,127.29,,8.7,2.5,54.28,Clear
2017-08-16,Dammam,41.5,32.8,36.9,,52.9,0,,,19.7,93.5,,7.4,0.4,57.91,Clear
2017-08-17,Dammam,43.2,31.7,36.4,,53.5,0,,,24.9,159,,7.8,1.7,55.88,Clear
2017-08-18,Dammam,43.6,30,36.5,,47.8,0,,,20.5,115.96,,8.4,1.1,50.11,Clear
2017-08-19,Dammam,44.9,30.4,37.5,,44.9,0,,,21,168.33,,8.2,0.4,41.47,Clear
2017-08-20,Dammam,41.4,31.6,37.1,,53.1,0,,,17,168.7,,6.3,7,50.82,Clear
2017-08-21,Dammam,43.1,33.8,37.9,,51.5,0,,,19.9,115.67,,6.5,6.6,54.08,Clear
2017-08-22,Dammam,43.8,34.8,38.4,,50,0,,,25.1,117.79,,8.7,10.1,44.98,Clear
2017-08-23,Dammam,43.6,35.7,38.4,,50.8,0,,,27.1,100.83,,9.6,9.3,41.75,Clear
2017-08-24,Dammam,42.9,33.5,37,,49.1,0,,,23.7,98.54,,8.9,4.5,50.95,Clear
